,race_american_indian,race_asian,race_black,race_native_hawaiian,race_white,race_other,bike_freq
2162,0,0,0,0,1,0,5
2166,0,1,0,0,0,0,5
2172,0,0,0,0,1,0,1
2175,0,1,0,0,0,0,4
2177,0,0,0,0,1,0,5
2178,0,0,0,0,0,1,5
2180,0,1,0,1,0,0,5
2185,0,0,0,0,1,0,5
2192,0,1,0,0,0,0,5
2195,0,0,1,0,0,0,5
2206,0,0,0,0,1,0,1
2208,0,0,0,0,0,1,5
2211,1,0,1,0,1,0,1
2213,0,0,0,0,0,1,5
2214,0,0,0,0,1,0,5
2216,0,0,1,0,0,0,1
2217,0,0,0,0,1,0,5
2221,0,0,0,0,1,0,1
2224,0,0,0,0,1,0,5
2228,0,1,0,0,0,0,5
2229,0,0,0,0,1,0,5
2231,0,0,1,0,0,0,5
2232,0,1,0,0,0,0,5
2233,0,0,0,0,0,1,5
2236,0,0,0,0,1,0,5
2237,0,0,0,0,1,0,5
2245,0,0,0,0,1,0,5
2252,0,1,0,0,0,0,5
2256,0,1,0,0,0,0,4
2257,0,0,0,0,0,1,1
2259,0,1,0,0,0,0,5
2261,0,0,0,0,0,1,5
2271,0,0,0,0,1,0,5
2272,0,1,0,0,0,0,5
2276,0,0,0,0,1,0,5
2278,0,1,0,0,0,0,5
2287,0,1,0,0,0,0,5
2289,0,0,0,0,1,0,5
2292,0,1,0,0,0,0,5
2293,0,0,1,0,0,0,5
2296,0,0,0,0,0,1,2
2298,0,0,0,0,1,0,5
2303,0,0,1,0,0,0,5
2316,1,0,1,0,0,0,5
2320,0,0,1,0,0,0,5
2324,0,0,0,0,1,0,5
2327,0,0,0,0,1,0,5
2331,0,0,0,0,1,0,5
2332,0,1,0,0,1,0,5
2333,0,0,1,0,0,0,5
2334,0,0,0,0,1,0,5
2336,0,0,0,0,1,0,5
2337,0,0,0,0,0,1,5
2339,0,0,0,0,1,0,5
2340,0,0,1,0,0,0,3
2341,0,0,0,0,1,0,5
2347,0,0,0,0,0,1,5
2348,0,0,0,0,1,0,5
2352,0,0,1,0,0,0,5
2359,0,0,1,0,0,0,5
2362,0,0,1,0,0,0,2
2364,0,0,0,0,1,0,5
2376,0,1,0,0,0,0,2
2379,0,0,1,0,0,0,6
2387,0,0,0,0,1,0,2
2388,0,0,0,0,1,0,5
2389,0,0,1,0,0,0,4
2392,0,0,1,0,0,0,5
2396,0,0,1,0,0,0,5
2399,0,0,1,0,0,0,5
2401,0,0,0,0,0,1,5
2404,0,0,0,0,0,1,5
2405,0,0,1,0,0,0,2
2406,0,0,1,0,0,0,4
2409,0,0,0,0,1,0,5
2411,0,0,0,0,1,0,5
2414,0,0,1,0,0,0,4
2418,0,0,0,0,1,0,5
2419,0,0,0,0,1,0,5
2421,0,1,0,0,0,0,5
2424,0,0,0,0,0,1,5
2426,0,0,0,0,1,0,4
2428,0,0,1,0,0,0,4
2430,0,0,0,0,1,0,5
2442,0,0,1,0,0,0,5
2443,0,0,1,0,0,0,5
2447,0,0,1,0,0,0,5
2451,0,0,1,0,0,0,6
2452,0,1,0,0,0,0,5
2456,0,0,0,0,1,0,5
2458,0,0,0,0,0,1,5
2461,0,0,1,0,0,1,3
2463,1,0,0,0,0,0,5
2466,0,0,1,0,1,0,5
2470,0,0,0,0,1,0,5
2472,0,0,0,0,1,0,1
2474,0,0,1,0,0,0,5
2477,0,1,0,0,0,0,5
2478,0,1,0,0,1,0,4
2483,0,0,0,0,1,0,4
2485,0,0,1,0,0,0,5
2487,0,0,0,0,1,0,5
2490,0,0,1,0,0,0,4
2492,0,0,0,0,1,0,5
2493,0,0,0,0,1,0,4
2496,0,0,0,0,1,0,5
2498,0,0,0,0,1,0,5
2499,0,0,0,0,1,0,5
2501,0,0,0,0,0,1,2
2504,0,0,0,0,1,0,5
2506,0,0,0,0,1,0,1
2509,0,0,1,0,0,0,3
2512,0,0,0,0,1,0,5
2513,0,1,0,0,0,0,4
2515,0,0,0,0,1,0,5
2516,0,1,0,0,0,0,1
2517,0,0,0,0,1,0,5
2520,0,0,0,0,1,0,5
2521,0,0,0,0,1,0,5
2523,0,0,0,0,1,0,5
2527,0,0,0,0,1,0,1
2530,0,0,0,0,1,0,4
2531,0,1,0,0,0,0,2
2533,0,1,0,0,0,0,5
2534,0,1,0,0,0,0,5
2535,0,0,0,0,1,0,5
2537,1,0,0,0,1,0,4
2543,0,0,0,0,0,1,5
2546,0,0,0,0,1,0,5
2548,0,0,0,0,1,0,3
2553,0,0,0,0,1,0,5
2555,0,0,0,0,1,0,5
2556,0,0,0,0,1,0,5
2557,0,0,0,0,1,0,5
2560,0,0,0,0,1,0,5
2562,0,0,0,0,1,0,4
2563,0,0,0,0,1,0,5
2567,0,0,0,0,1,0,5
2569,0,0,0,0,1,0,3
2572,0,1,0,0,0,0,5
2575,0,0,0,0,1,0,4
2579,0,0,0,0,1,0,5
2581,0,1,0,0,0,0,6
2585,0,1,0,0,0,0,5
2588,0,0,0,0,1,0,5
2589,0,0,0,0,1,0,5
2591,0,0,1,0,0,0,5
2592,0,0,1,0,0,0,1
2593,0,0,0,0,1,0,5
2595,0,0,0,0,1,0,5
2597,0,1,0,0,0,0,4
2599,0,0,0,0,1,0,5
2602,0,0,0,0,1,0,4
2607,0,1,0,0,0,0,5
2612,0,0,0,0,1,0,5
2613,0,1,0,0,0,0,5
2615,0,1,0,0,0,0,4
2616,0,0,0,0,1,0,1
2618,0,0,0,0,1,0,5
2621,1,0,0,0,0,0,5
2625,0,0,0,0,1,0,4
2632,0,0,1,0,0,0,5
2635,0,0,1,0,0,0,4
2637,0,1,0,0,0,0,5
2641,0,1,0,0,0,0,3
2645,0,0,0,0,1,0,5
2649,0,0,1,0,0,1,5
2651,0,1,0,0,0,0,5
2653,0,0,1,0,0,0,5
2658,0,0,0,0,0,1,5
2661,0,0,0,0,1,0,5
2664,0,0,1,0,0,0,5
2672,0,1,0,0,0,0,4
2680,0,1,0,0,0,0,5
2681,0,0,0,0,1,0,5
2683,0,0,0,0,1,0,5
2687,0,0,0,0,1,0,5
2688,0,0,1,0,0,0,5
2693,0,0,1,0,0,0,5
2695,0,0,1,0,0,0,5
2698,0,1,0,0,0,0,5
2699,0,1,0,0,0,0,5
2701,0,1,0,0,0,0,4
2702,0,0,1,0,0,0,2
2708,0,0,0,0,1,0,5
2711,0,0,1,0,0,0,5
2716,0,1,0,0,0,0,5
2718,0,0,0,0,1,0,5
2721,0,0,0,0,1,0,5
2725,0,0,1,0,0,0,4
2726,0,0,0,0,1,0,2
2729,0,0,0,0,1,0,5
2736,0,0,1,0,0,0,5
2737,0,1,0,0,0,0,5
2741,0,0,1,0,0,0,4
2746,0,0,1,0,0,0,6
2751,0,0,0,0,1,0,4
2755,0,0,0,0,1,0,6
2760,0,1,0,0,0,0,2
2763,0,1,0,0,0,0,5
2764,0,1,0,0,0,0,5
2766,0,0,0,0,1,0,5
2772,0,0,0,0,1,0,5
2781,0,0,1,0,0,0,4
2785,0,0,0,0,1,0,5
2789,0,0,0,0,1,0,5
2791,0,0,1,0,0,0,2
2793,0,1,0,0,0,0,5
2797,0,1,1,0,0,0,5
2800,0,0,0,0,1,0,5
2804,0,0,0,0,1,0,4
2808,0,0,0,0,1,0,5
2813,0,0,0,0,1,0,5
2818,0,0,0,0,0,1,5
2820,0,0,1,0,0,0,5
2821,0,0,1,0,0,0,5
2823,0,1,0,0,0,0,5
2827,0,0,0,0,1,0,2
2829,0,1,0,0,0,0,5
2833,0,0,0,0,1,0,5
2836,0,0,1,0,0,0,5
2840,0,0,0,0,1,0,3
2843,0,1,0,0,0,0,3
2846,0,0,1,0,0,0,5
2848,0,1,0,0,0,0,5
2850,0,1,0,0,0,0,5
2854,0,0,1,0,0,0,5
2856,0,1,0,0,0,0,5
2857,0,0,0,0,0,1,5
2860,0,0,0,0,0,1,5
2862,0,0,1,0,0,0,5
2865,0,0,0,0,1,0,5
2868,0,0,1,0,0,0,5
2870,0,1,0,0,0,0,5
2876,0,0,1,0,0,0,4
2877,0,0,0,0,1,0,5
2878,0,0,0,0,1,0,5
2882,0,1,0,0,0,0,1
2884,0,0,0,0,0,1,5
2892,1,0,1,0,0,1,4
2893,0,0,1,0,0,0,5
2895,0,0,0,0,1,0,5
2899,0,0,0,0,1,0,5
2903,0,0,0,0,0,1,3
2905,0,0,0,0,1,0,5
2906,0,0,1,0,0,0,5
2910,0,0,1,0,0,0,6
2913,0,0,1,0,0,0,5
2918,0,0,1,0,0,0,5
2920,0,0,1,0,0,0,5
2924,0,0,0,0,1,0,5
2927,0,0,0,0,0,1,3
2928,0,0,1,0,0,0,2
2933,0,0,0,0,0,1,4
2935,0,0,1,0,0,0,5
2946,0,0,1,0,0,0,5
2951,0,0,1,0,0,0,5
2953,0,0,0,0,1,0,5
2956,0,0,0,0,1,0,5
2960,0,0,0,0,0,1,6
2962,0,0,0,0,0,1,1
2965,0,0,1,0,0,0,5
2968,0,0,0,0,1,0,3
2972,0,1,0,0,0,0,5
2973,0,0,0,0,1,0,5
2976,1,1,1,0,0,0,5
2980,0,0,1,0,0,0,5
2986,0,0,1,0,0,0,5
2988,0,0,0,0,0,1,5
2991,0,0,1,0,0,0,5
2995,0,0,0,0,1,0,5
2996,0,0,1,0,0,0,5
3000,0,0,1,0,0,0,5
3005,0,0,1,0,0,0,6
3007,0,0,0,0,1,0,5
3009,0,0,1,0,0,0,5
3012,0,0,0,0,0,1,1
3022,0,0,0,0,0,1,5
3024,0,0,0,0,0,1,5
3027,0,1,0,0,0,0,4
3032,0,0,0,0,1,0,5
3038,0,0,0,0,1,0,5
3048,0,0,0,0,0,1,5
3051,0,0,0,0,1,0,5
3062,0,0,0,0,1,0,5
3063,0,0,0,0,1,0,5
3068,0,0,1,0,0,0,3
3069,0,0,0,0,1,0,5
3071,0,0,0,0,1,0,2
3075,0,1,0,0,0,0,5
3077,0,0,0,0,1,0,5
3084,0,0,0,0,1,0,1
3086,0,0,0,0,1,0,4
3087,0,1,0,0,0,0,5
3093,0,0,0,0,1,0,5
3097,0,0,0,0,1,0,5
3100,0,0,0,0,1,0,5
3104,0,1,0,0,0,0,4
3108,0,0,0,0,1,0,4
3110,0,0,0,0,1,0,5
3112,0,1,0,0,0,0,2
3115,0,0,0,0,1,0,5
3119,0,0,0,0,0,1,5
3123,0,0,0,0,1,0,5
3124,0,0,0,0,1,0,5
3126,0,0,0,0,1,0,4
3129,1,0,0,0,1,0,5
3131,0,1,0,0,0,0,4
3135,0,0,0,0,1,0,5
3138,0,0,0,0,1,0,4
3140,0,0,0,0,1,0,5
3145,0,0,0,0,1,0,5
3150,0,0,0,0,0,1,5
3152,0,0,1,0,0,0,5
3159,0,0,0,0,1,0,5
3161,0,0,0,0,1,0,5
3163,0,1,0,0,0,0,5
3166,0,0,0,0,1,0,5
3168,0,1,0,0,0,0,1
3170,0,0,0,0,1,0,5
3173,0,0,0,0,1,0,5
3175,0,1,0,0,0,0,5
3177,0,1,0,0,0,0,5
3181,0,0,0,0,1,0,5
3184,0,0,0,0,1,0,5
3187,0,0,0,0,1,0,4
3191,0,0,0,0,1,0,5
3208,0,0,0,0,1,0,1
3209,0,0,0,0,1,0,4
3211,0,0,0,0,1,0,5
3214,0,0,1,0,0,0,5
3217,0,0,0,0,1,0,5
3221,0,0,0,0,1,0,4
3225,0,0,0,0,1,0,1
3226,0,0,1,0,0,0,5
3234,0,0,0,0,0,1,5
3238,0,0,0,0,1,0,5
3239,0,0,1,0,0,0,6
3246,0,0,0,0,1,0,5
3248,0,0,0,0,1,0,5
3250,0,0,1,0,0,0,5
3259,0,0,0,0,1,0,5
3262,0,0,0,0,1,0,5
3265,0,0,0,0,1,0,5
3268,0,0,0,0,1,0,1
3271,0,1,0,0,0,0,5
3276,0,0,0,0,0,1,4
3282,0,0,1,0,0,0,1
3288,0,0,0,0,1,0,5
3290,0,0,1,0,0,0,5
3293,0,1,0,0,0,0,5
3295,0,0,0,0,1,0,5
3297,0,0,0,0,1,0,4
3298,0,0,0,0,1,0,4
3299,0,0,0,0,1,0,3
3304,0,0,0,0,1,0,1
3308,0,0,0,0,1,0,5
3309,0,0,0,0,1,0,2
3310,0,0,0,0,1,0,5
3314,0,0,0,0,1,0,1
3316,0,1,0,0,0,0,5
3318,0,0,0,0,1,0,5
3320,0,0,1,0,0,0,5
3329,0,0,1,0,0,0,5
3332,0,0,0,0,0,1,1
3339,0,0,0,0,1,0,1
3342,0,0,0,0,0,1,4
3349,0,0,1,0,0,0,5
3351,0,0,1,0,0,0,5
3356,0,0,0,0,1,0,4
3359,0,0,0,0,1,0,4
3365,0,0,0,0,1,0,4
3366,0,0,0,0,1,0,4
3368,0,0,0,0,1,0,5
3371,0,0,0,0,1,0,4
3375,0,0,0,0,0,1,2
3377,0,0,0,0,1,0,5
3378,0,0,0,0,1,0,5
3380,0,1,0,0,0,0,2
3382,0,0,0,0,1,0,5
3384,0,0,0,0,1,0,1
3387,0,0,0,0,1,0,5
3388,0,0,0,0,0,1,4
3390,0,1,0,0,1,0,5
3391,0,0,0,0,1,0,1
3392,0,0,0,0,1,0,1
3394,0,0,0,0,1,0,5
3397,0,0,0,0,1,0,5
3400,0,1,0,0,0,0,5
3403,0,0,0,0,1,0,5
3405,0,0,1,0,0,0,5
3408,0,0,0,0,1,0,1
3410,0,0,0,0,1,0,5
3412,0,0,0,0,1,0,5
3414,0,1,0,0,0,0,5
3415,0,0,0,0,1,0,6
3417,0,0,0,0,1,0,4
3421,0,1,0,0,0,0,5
3424,0,0,0,0,1,0,5
3425,0,0,0,0,1,0,1
3428,0,0,0,0,1,0,5
3432,0,0,0,0,1,0,5
3434,0,0,0,0,1,0,5
3436,0,0,0,0,1,0,4
3438,0,0,0,0,1,0,4
3441,0,1,0,0,0,0,4
3442,1,0,1,0,1,0,5
3453,0,1,0,0,0,0,5
3457,0,0,0,0,0,1,3
3459,0,0,1,0,0,0,5
3465,0,0,0,0,0,1,5
3466,0,0,0,0,1,0,5
3469,0,0,0,0,1,0,5
3470,0,1,0,0,0,0,5
3471,0,0,0,0,1,0,5
3473,0,0,0,0,1,0,5
3474,0,1,0,0,0,0,5
3479,0,1,0,0,0,0,3
3484,0,0,1,0,0,0,5
3486,0,0,0,0,1,0,5
3490,0,1,0,0,0,0,1
3493,0,0,0,0,1,0,5
3494,0,1,0,0,0,0,2
3496,0,1,0,0,0,0,5
3500,0,1,0,0,0,0,5
3504,0,1,0,0,0,0,5
3506,0,0,0,0,1,0,4
3507,0,0,1,0,0,0,5
3508,0,0,0,0,0,1,5
3509,0,0,0,0,1,0,1
3513,0,1,0,0,0,0,5
3515,0,1,0,0,0,0,5
3517,0,0,0,0,1,0,2
3520,0,0,0,0,1,0,1
3521,0,0,0,0,1,0,5
3525,0,1,0,0,0,0,5
3527,0,0,0,0,0,1,5
3529,0,0,0,0,1,0,5
3535,0,0,0,0,0,1,4
3537,0,1,0,0,0,0,5
3541,0,1,0,0,1,0,4
3542,0,0,0,0,1,0,4
3548,0,0,0,0,1,0,1
3550,0,1,0,0,0,0,5
3558,0,1,0,0,0,0,5
3563,0,0,0,0,1,0,5
3565,0,0,0,0,1,0,1
3570,0,0,0,0,1,0,5
3572,0,1,0,0,0,0,3
3575,0,1,0,0,0,0,4
3576,0,0,0,0,1,0,2
3580,0,0,0,0,1,0,5
3582,0,1,0,0,0,0,5
3583,0,0,0,0,1,0,5
3587,0,0,0,0,1,0,5
3590,1,0,0,0,0,0,1
3592,0,1,0,0,1,0,6
3593,0,0,0,0,1,0,5
3595,0,1,0,0,0,0,5
3597,0,1,0,0,0,0,1
3599,0,0,0,0,1,0,5
3601,0,1,0,0,0,0,1
3603,0,0,0,0,1,0,5
3606,0,0,0,0,1,0,5
3607,0,0,0,0,1,0,4
3611,0,0,0,0,1,0,4
3613,0,1,0,0,1,0,5
3615,0,0,0,0,1,0,5
3619,0,1,0,0,0,0,5
3623,0,0,0,0,1,0,5
3625,0,0,0,0,1,0,3
3628,0,0,0,0,1,0,1
3629,0,0,0,0,1,0,1
3631,0,0,0,0,1,0,5
3632,0,0,0,0,1,0,5
3634,0,0,0,0,1,0,2
3636,0,1,0,0,0,0,5
3637,0,0,0,0,1,0,5
3638,0,0,0,0,1,0,5
3640,0,0,0,0,1,0,1
3642,0,0,0,0,1,0,5
3645,0,1,0,0,0,0,5
3650,0,0,0,0,1,0,5
3653,0,0,0,0,1,0,1
3655,0,0,0,0,1,0,5
3659,0,1,0,0,0,0,5
3663,0,1,0,0,1,0,5
3664,0,0,0,0,1,0,5
3665,0,0,0,0,1,0,1
3668,0,0,0,0,1,0,5
3672,0,0,0,0,1,0,4
3675,0,0,0,0,1,0,1
3676,0,0,0,0,1,0,3
3678,0,1,0,0,0,0,4
3688,0,1,0,0,0,0,5
3689,0,0,0,0,1,0,5
3694,0,0,0,0,0,1,4
3696,0,1,0,0,0,0,5
3700,0,1,0,0,0,0,5
3705,0,1,0,0,0,0,5
3707,0,0,0,0,0,1,5
3710,0,1,0,0,0,0,5
3711,0,1,0,0,1,0,5
3714,0,1,0,0,0,0,5
3721,0,1,0,0,0,0,5
3725,0,1,0,0,0,0,5
3727,0,1,0,0,0,0,5
3730,0,0,0,0,1,0,4
3733,0,1,0,0,0,0,1
3735,0,0,0,0,1,0,2
3738,0,0,0,0,1,0,5
3742,0,1,0,0,0,0,5
3746,0,0,0,0,1,0,5
3747,0,0,0,0,1,0,5
3751,0,0,0,0,0,1,5
3757,0,1,0,0,0,0,5
3761,0,0,0,0,1,0,5
3765,0,1,0,0,0,0,5
3766,0,0,0,0,1,0,5
3777,0,1,0,0,0,0,5
3783,0,1,0,0,0,0,5
3785,0,1,0,0,1,1,5
3791,0,1,0,0,0,0,5
3795,0,0,0,0,1,0,5
3798,0,0,0,0,1,0,4
3809,0,0,0,0,1,0,5
3811,0,0,1,0,0,0,5
3813,0,0,0,0,1,0,1
3815,0,1,0,0,0,0,5
3818,0,1,0,0,0,0,5
3819,0,0,0,0,1,0,4
3821,0,0,0,0,0,1,4
3824,0,1,0,0,0,0,4
3826,0,0,0,0,1,0,3
3828,0,0,0,0,1,0,5
3832,0,0,0,0,1,0,5
3836,0,1,0,0,0,0,1
3839,0,0,0,0,1,0,5
3840,0,0,1,0,0,0,4
3850,0,0,0,0,1,0,4
3855,0,0,1,0,0,0,5
3858,1,0,1,0,1,0,5
3870,0,0,0,0,0,1,5
3871,0,0,0,0,1,0,4
3877,0,0,1,0,0,0,5
3882,0,0,0,0,1,0,5
3886,0,0,1,0,0,0,5
3889,0,0,1,0,0,0,5
3891,0,0,1,0,1,0,5
3900,0,0,1,0,0,0,5
3901,0,0,0,0,1,0,5
3909,0,0,0,0,1,0,5
3912,0,0,0,0,0,1,5
3914,0,0,0,0,1,0,5
3917,0,0,1,0,0,0,5
3920,0,0,0,0,1,0,4
3927,0,0,1,0,0,0,5
3928,0,0,1,0,0,0,5
3932,1,0,1,0,0,0,5
3939,0,0,0,0,1,0,5
3942,0,0,0,0,1,0,6
3945,0,0,1,0,0,0,1
3947,0,0,0,0,1,0,4
3950,0,0,0,0,0,1,5
3961,0,0,0,0,0,1,5
3962,0,0,0,0,1,0,5
3967,0,0,0,0,1,0,5
3970,0,0,0,0,1,0,5
3974,0,0,0,0,1,0,2
3975,0,0,1,0,0,0,5
3982,0,0,0,0,1,0,5
3985,0,0,1,0,0,0,5
3986,0,0,0,0,0,1,5
3990,0,1,0,0,0,0,1
3991,0,0,1,0,0,0,5
3994,0,0,0,0,1,0,5
3997,0,0,0,0,0,1,5
3999,0,0,1,0,0,0,5
4004,0,0,0,0,0,1,5
4005,0,0,1,0,0,0,5
4006,0,1,0,0,0,0,4
4007,0,0,0,0,1,0,5
4009,0,1,0,0,0,0,5
4014,0,0,0,0,0,1,4
4016,0,0,0,0,1,0,5
4021,0,0,0,1,0,0,3
4024,0,0,0,0,1,0,2
4026,0,0,1,0,0,0,5
4027,0,0,1,0,0,0,5
4028,0,0,1,0,0,0,5
4030,0,0,0,0,1,0,5
4033,0,0,1,0,0,0,5
4035,0,0,0,1,0,0,1
4036,0,0,1,0,0,0,5
4038,0,0,1,0,0,0,5
4042,0,0,0,0,1,0,3
4046,0,0,1,0,1,0,5
4050,0,1,0,0,0,0,5
4055,0,0,0,0,1,0,1
4057,0,0,0,0,1,0,5
4059,0,0,0,0,1,0,5
4062,0,0,0,0,0,1,5
4066,0,0,0,0,1,0,5
4068,1,0,1,0,0,0,4
4070,0,0,0,0,1,0,5
4071,0,0,0,0,1,0,4
4077,0,0,0,0,1,0,5
4081,0,1,0,0,0,0,4
4083,0,0,0,0,1,0,2
4084,0,0,1,0,0,0,5
4085,0,0,0,0,1,0,1
4093,1,0,1,0,0,0,5
4094,0,0,0,0,1,0,5
4097,0,0,0,0,1,0,5
4099,0,0,0,0,1,0,5
4101,0,0,0,0,1,0,5
4107,0,0,0,0,1,0,5
4108,0,0,0,0,1,0,4
4110,0,0,1,0,0,0,4
4115,0,0,0,0,0,1,4
4117,0,0,0,0,1,0,4
4118,0,0,1,0,0,0,4
4120,0,0,0,0,1,0,4
4121,0,0,0,0,1,0,5
4123,0,0,0,0,1,0,5
4125,0,0,0,0,0,1,5
4126,0,0,0,0,1,0,5
4128,0,0,0,0,1,0,2
4130,0,1,0,0,0,0,5
4133,0,0,0,0,1,0,4
4134,0,0,0,0,1,0,1
4135,0,0,0,0,1,0,5
4141,0,0,1,0,0,0,3
4143,0,0,1,0,0,0,5
4146,0,1,0,0,0,0,5
4147,0,0,0,0,1,0,5
4148,0,0,0,0,1,0,5
4150,0,0,0,0,1,0,5
4152,0,0,0,0,0,1,4
4156,0,0,0,0,1,0,5
4161,0,1,0,0,0,0,5
4162,0,0,1,0,0,0,6
4167,0,1,0,0,0,0,4
4172,0,1,0,0,0,0,5
4176,0,0,0,0,1,0,5
4179,0,1,0,0,0,0,5
4180,0,0,0,0,1,0,5
4186,0,0,0,0,0,1,5
4189,0,0,0,0,1,0,5
4191,0,0,1,0,0,0,4
4192,0,0,0,0,1,0,5
4194,0,0,0,0,1,0,5
4196,0,0,0,0,1,0,5
4197,0,0,0,0,1,0,5
4201,0,0,0,0,1,0,5
4206,0,0,0,0,1,0,6
4214,0,0,1,0,0,0,5
4218,0,0,0,0,1,0,2
4221,0,1,0,0,0,0,2
4222,0,1,0,0,0,0,4
4226,0,0,0,0,1,0,1
4227,0,0,0,0,1,0,6
4228,0,0,1,0,0,0,5
4230,0,0,1,0,1,0,5
4234,0,0,1,0,0,0,4
4236,0,0,0,0,1,0,4
4239,0,0,0,0,1,0,4
4240,0,0,1,0,0,0,5
4241,0,1,0,0,0,0,5
4243,0,0,1,0,0,0,4
4254,0,0,0,0,1,0,4
4261,0,0,1,0,0,0,4
4263,0,0,0,0,1,0,5
4268,0,0,0,0,1,0,5
4272,0,0,0,0,1,0,1
4277,0,0,1,0,0,0,4
4284,0,0,1,0,0,0,5
4287,0,0,0,0,1,0,5
4292,0,0,1,0,0,0,2
4294,0,1,0,0,0,0,5
4297,0,0,0,0,0,1,5
4299,0,0,0,0,1,0,5
4300,0,1,1,0,0,0,4
4303,0,0,0,0,1,0,5
4306,0,0,0,0,1,0,5
4308,0,0,0,0,0,1,4
4309,0,0,0,0,1,0,5
4312,0,0,1,0,0,0,5
4320,0,0,0,0,0,1,5
4322,0,1,0,0,0,0,4
4324,0,1,0,0,0,0,5
4327,0,1,0,0,0,0,5
4331,0,0,0,0,1,0,4
4332,0,0,0,0,0,1,5
4334,0,0,0,0,0,1,4
4335,0,0,1,0,0,0,5
4341,0,0,0,0,1,0,4
4348,0,0,1,0,0,0,4
4356,0,0,0,0,1,0,5
4360,0,0,0,0,0,1,4
